EmployeeID,Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,Region,EducationLevel,EducationField,MonthlyIncome,PercentSalaryHike,StockOptionLevel,YearsAtCompany,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,BusinessTravel,DistanceFromHome,OverTime,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,PerformanceRating,StandardHours,EmployeeCount,Over18,Attrition
EMP1151,41,31-45,Male,Single,Human Resources,Human Resources,West,2,Medical,8101,19,1,16,4,7,3,Travel_Rarely,22,No,4,3,4,2,4,3,80,1,Y,No
EMP1152,42,31-45,Female,Married,Sales,Sales Representative,North,3,Human Resources,4840,19,3,5,4,7,2,Non-Travel,13,No,3,3,4,4,4,3,80,1,Y,No
EMP1153,26,18-30,Female,Divorced,Sales,Sales Executive,South,3,Human Resources,6933,23,1,10,0,1,4,Travel_Rarely,3,No,1,3,3,1,3,3,80,1,Y,No
EMP1154,23,18-30,Female,Single,Research & Development,Research Scientist,East,2,Technical Degree,6086,14,1,0,13,0,1,Travel_Rarely,1,No,4,3,3,4,2,3,80,1,Y,No
EMP1155,18,18-30,Female,Divorced,Human Resources,Human Resources,East,3,Life Sciences,4358,20,1,18,1,1,0,Travel_Rarely,8,No,1,1,4,4,4,3,80,1,Y,Yes
EMP1156,38,31-45,Male,Divorced,Sales,Manager,East,3,Technical Degree,6827,20,0,12,1,3,3,Travel_Rarely,2,No,4,3,4,3,3,3,80,1,Y,No
EMP1157,25,18-30,Female,Married,Research & Development,Manufacturing Director,South,2,Marketing,5053,14,0,1,1,6,2,Travel_Frequently,6,No,4,3,3,1,4,3,80,1,Y,No
EMP1158,18,18-30,Male,Married,Research & Development,Manufacturing Director,North,1,Life Sciences,5257,22,2,14,0,1,2,Travel_Frequently,25,Yes,3,3,3,4,3,3,80,1,Y,No
EMP1159,37,31-45,Female,Single,Sales,Sales Representative,East,3,Life Sciences,7280,17,0,2,3,2,3,Travel_Frequently,7,No,1,3,3,4,3,3,80,1,Y,No
EMP1160,61,46+,Male,Divorced,Research & Development,Healthcare Representative,East,3,Life Sciences,9380,14,2,1,1,1,4,Travel_Rarely,23,Yes,2,3,3,4,3,3,80,1,Y,No
EMP1161,36,31-45,Female,Married,Research & Development,Manufacturing Director,North,2,Life Sciences,6778,11,0,2,6,0,2,Travel_Rarely,4,Yes,2,2,4,1,4,3,80,1,Y,No
EMP1162,45,31-45,Male,Married,Research & Development,Laboratory Technician,East,2,Medical,8504,21,0,16,2,5,2,Travel_Frequently,9,No,2,3,3,3,4,3,80,1,Y,No
EMP1163,37,31-45,Male,Divorced,Research & Development,Manufacturing Director,South,4,Other,10351,25,0,17,2,6,2,Travel_Rarely,20,No,3,3,2,1,2,3,80,1,Y,No
EMP1164,36,31-45,Female,Single,Research & Development,Manufacturing Director,East,2,Medical,7160,23,1,2,4,1,3,Travel_Rarely,7,No,4,2,2,3,3,3,80,1,Y,No
EMP1165,42,31-45,Male,Divorced,Sales,Sales Executive,West,2,Medical,8243,19,1,8,5,1,1,Travel_Rarely,8,No,3,3,4,3,3,3,80,1,Y,No
EMP1166,34,31-45,Male,Single,Research & Development,Research Scientist,North,4,Other,6960,12,0,7,1,1,4,Travel_Frequently,11,No,3,3,3,4,3,3,80,1,Y,No
EMP1167,39,31-45,Male,Married,Research & Development,Research Scientist,North,4,Life Sciences,6919,15,1,11,13,2,3,Travel_Rarely,19,No,3,4,3,2,3,3,80,1,Y,No
EMP1168,36,31-45,Male,Married,Sales,Sales Representative,West,3,Technical Degree,7723,14,2,2,3,1,3,Travel_Rarely,1,No,4,3,2,3,4,3,80,1,Y,No
EMP1169,27,18-30,Male,Married,Sales,Sales Representative,East,3,Medical,6179,18,1,4,0,3,4,Travel_Rarely,3,No,1,2,3,2,3,3,80,1,Y,No
EMP1170,46,46+,Female,Married,Research & Development,Manufacturing Director,East,2,Medical,9635,16,0,7,2,2,4,Travel_Frequently,4,No,3,3,2,3,2,3,80,1,Y,Yes
EMP1171,35,31-45,Male,Divorced,Research & Development,Laboratory Technician,West,1,Life Sciences,8590,25,0,0,2,1,1,Travel_Rarely,21,No,4,3,3,4,1,3,80,1,Y,Yes
EMP1172,27,18-30,Male,Single,Sales,Manager,West,3,Medical,7466,17,1,3,6,5,1,Travel_Rarely,28,No,4,3,3,4,3,3,80,1,Y,No
EMP1173,42,31-45,Male,Single,Research & Development,Laboratory Technician,West,1,Life Sciences,8540,12,1,8,1,1,3,Travel_Rarely,1,Yes,4,3,3,3,3,3,80,1,Y,No
EMP1174,25,18-30,Female,Single,Sales,Sales Representative,East,3,Marketing,2189,14,2,2,1,5,5,Travel_Rarely,1,No,4,2,4,2,4,3,80,1,Y,Yes
EMP1175,37,31-45,Female,Married,Research & Development,Laboratory Technician,South,5,Life Sciences,9293,24,1,22,0,3,3,Travel_Rarely,24,Yes,2,3,1,3,3,3,80,1,Y,Yes
EMP1176,33,31-45,Female,Married,Sales,Sales Executive,South,5,Human Resources,8775,14,0,0,1,6,2,Non-Travel,3,No,3,3,2,2,3,3,80,1,Y,No
EMP1177,47,46+,Female,Married,Research & Development,Laboratory Technician,North,2,Life Sciences,6833,22,0,22,5,0,3,Travel_Frequently,2,No,1,3,1,3,4,3,80,1,Y,No
EMP1178,41,31-45,Female,Divorced,Research & Development,Healthcare Representative,East,3,Life Sciences,8290,23,1,1,4,5,1,Travel_Rarely,1,No,3,3,2,2,4,3,80,1,Y,No
EMP1179,34,31-45,Female,Divorced,Human Resources,Human Resources,South,3,Marketing,5468,12,0,0,0,0,6,Travel_Rarely,2,Yes,3,3,1,4,3,3,80,1,Y,No
EMP1180,41,31-45,Female,Single,Sales,Sales Executive,West,4,Life Sciences,9213,20,3,2,0,8,2,Travel_Rarely,10,Yes,3,3,4,1,2,4,80,1,Y,No
EMP1181,50,46+,Male,Married,Research & Development,Laboratory Technician,East,2,Marketing,7452,14,0,10,1,4,4,Travel_Rarely,4,No,4,3,3,2,3,4,80,1,Y,No
EMP1182,39,31-45,Female,Single,Sales,Manager,East,1,Other,5668,19,1,9,5,2,2,Travel_Frequently,6,Yes,3,3,4,3,3,3,80,1,Y,No
EMP1183,35,31-45,Male,Divorced,Human Resources,Human Resources,South,2,Marketing,5843,18,0,1,7,2,4,Travel_Rarely,22,No,2,2,1,4,3,4,80,1,Y,No
EMP1184,23,18-30,Female,Divorced,Human Resources,Human Resources,North,3,Life Sciences,8539,21,0,1,0,6,2,Travel_Rarely,1,No,1,3,3,4,3,4,80,1,Y,No
EMP1185,24,18-30,Female,Divorced,Sales,Sales Representative,North,3,Medical,7425,24,1,7,1,7,3,Travel_Rarely,1,No,4,3,4,4,3,4,80,1,Y,No
EMP1186,33,31-45,Female,Married,Research & Development,Manufacturing Director,South,4,Marketing,9975,11,1,4,2,7,5,Non-Travel,17,No,1,3,2,2,4,3,80,1,Y,No
EMP1187,30,18-30,Female,Married,Research & Development,Healthcare Representative,North,3,Technical Degree,5224,23,0,11,9,5,3,Travel_Rarely,13,No,1,3,3,2,3,3,80,1,Y,No
EMP1188,35,31-45,Male,Married,Research & Development,Healthcare Representative,East,2,Life Sciences,5876,18,0,0,2,6,3,Travel_Rarely,2,No,2,3,3,4,4,3,80,1,Y,No
EMP1189,37,31-45,Male,Married,Research & Development,Healthcare Representative,West,3,Medical,9566,24,1,6,1,3,1,Travel_Rarely,3,Yes,3,3,3,4,4,3,80,1,Y,No
EMP1190,38,31-45,Male,Single,Sales,Sales Executive,West,1,Medical,4427,21,1,9,1,0,2,Travel_Frequently,3,No,1,2,3,3,2,3,80,1,Y,No
EMP1191,33,31-45,Female,Divorced,Sales,Manager,East,4,Life Sciences,6533,19,0,35,2,0,4,Travel_Frequently,9,No,4,2,2,2,1,3,80,1,Y,No
EMP1192,39,31-45,Female,Married,Human Resources,Manager,North,4,Life Sciences,9986,18,1,7,4,4,2,Travel_Rarely,1,Yes,4,3,4,2,3,3,80,1,Y,No
EMP1193,35,31-45,Female,Divorced,Human Resources,Human Resources,West,5,Medical,6443,24,0,1,0,2,3,Travel_Rarely,6,Yes,4,3,3,4,3,3,80,1,Y,No
EMP1194,18,18-30,Female,Divorced,Research & Development,Healthcare Representative,West,4,Technical Degree,4654,25,1,0,1,3,3,Travel_Rarely,1,Yes,1,3,1,2,3,3,80,1,Y,Yes
EMP1195,27,18-30,Female,Divorced,Research & Development,Research Scientist,North,2,Human Resources,6816,20,1,7,4,1,1,Travel_Rarely,15,No,4,3,4,3,3,3,80,1,Y,No
EMP1196,35,31-45,Female,Married,Research & Development,Healthcare Representative,East,1,Medical,4864,11,0,5,1,4,2,Non-Travel,4,No,4,3,3,4,4,3,80,1,Y,Yes
EMP1197,24,18-30,Female,Single,Research & Development,Laboratory Technician,South,3,Life Sciences,8404,18,1,16,3,1,2,Non-Travel,6,No,4,2,3,4,3,3,80,1,Y,No
EMP1198,40,31-45,Female,Married,Human Resources,Human Resources,West,4,Life Sciences,6526,22,0,9,1,2,1,Travel_Frequently,1,No,3,3,4,2,4,3,80,1,Y,No
EMP1199,48,46+,Female,Married,Human Resources,Manager,West,2,Other,6125,15,0,4,5,2,4,Travel_Rarely,1,No,4,4,3,2,3,3,80,1,Y,No
EMP1200,49,46+,Male,Single,Research & Development,Laboratory Technician,North,1,Other,8155,19,1,3,0,1,3,Travel_Rarely,10,No,1,3,1,1,1,3,80,1,Y,No
EMP1201,34,31-45,Female,Single,Research & Development,Laboratory Technician,West,4,Human Resources,7634,24,0,3,10,6,2,Travel_Rarely,13,No,4,1,3,3,2,3,80,1,Y,No
EMP1202,47,46+,Male,Married,Sales,Manager,East,1,Marketing,7562,19,1,1,0,3,2,Travel_Rarely,11,No,1,3,4,3,2,3,80,1,Y,Yes
EMP1203,35,31-45,Male,Divorced,Sales,Sales Representative,West,3,Life Sciences,7725,16,0,0,0,6,3,Travel_Rarely,12,No,2,3,3,2,1,3,80,1,Y,No
EMP1204,31,31-45,Female,Divorced,Human Resources,Human Resources,South,3,Technical Degree,6219,13,1,5,7,1,2,Travel_Frequently,1,No,4,2,4,2,3,3,80,1,Y,No
EMP1205,30,18-30,Male,Single,Research & Development,Research Scientist,West,2,Life Sciences,5606,22,0,1,8,1,1,Travel_Rarely,10,No,3,3,1,1,2,3,80,1,Y,Yes
EMP1206,31,31-45,Female,Divorced,Sales,Manager,North,1,Life Sciences,6856,17,0,1,0,0,2,Travel_Frequently,1,Yes,1,2,2,4,3,3,80,1,Y,Yes
EMP1207,30,18-30,Male,Married,Sales,Sales Executive,South,4,Marketing,6267,13,1,0,9,0,4,Non-Travel,1,No,4,3,3,4,3,3,80,1,Y,No
EMP1208,38,31-45,Male,Married,Research & Development,Manufacturing Director,North,3,Life Sciences,6997,17,0,1,1,1,1,Travel_Rarely,12,Yes,4,3,3,3,1,3,80,1,Y,No
EMP1209,35,31-45,Male,Single,Sales,Sales Representative,West,5,Life Sciences,8071,18,3,0,3,0,2,Travel_Rarely,19,Yes,1,3,2,4,3,3,80,1,Y,Yes
EMP1210,34,31-45,Male,Married,Sales,Manager,West,3,Medical,4705,15,1,7,0,7,5,Travel_Rarely,11,No,4,3,4,3,3,3,80,1,Y,No
EMP1211,41,31-45,Male,Married,Research & Development,Laboratory Technician,West,1,Medical,7949,15,0,3,1,7,0,Travel_Rarely,14,No,2,2,1,4,3,3,80,1,Y,No
EMP1212,48,46+,Male,Married,Research & Development,Research Scientist,West,4,Human Resources,9474,24,2,5,2,8,4,Travel_Rarely,29,No,2,3,1,3,3,3,80,1,Y,Yes
EMP1213,46,46+,Male,Married,Research & Development,Manufacturing Director,North,3,Life Sciences,10026,14,0,7,3,8,2,Travel_Frequently,1,No,2,4,4,4,1,3,80,1,Y,No
EMP1214,20,18-30,Male,Divorced,Sales,Sales Representative,South,2,Life Sciences,4899,13,0,25,2,3,1,Travel_Rarely,29,No,1,3,3,2,3,3,80,1,Y,No
EMP1215,18,18-30,Male,Divorced,Research & Development,Research Scientist,North,4,Life Sciences,8429,22,1,0,2,3,0,Travel_Rarely,8,No,2,3,4,3,3,3,80,1,Y,No
EMP1216,42,31-45,Female,Divorced,Sales,Sales Executive,North,2,Life Sciences,7895,18,2,3,12,1,1,Travel_Frequently,15,No,1,4,2,4,1,4,80,1,Y,No
EMP1217,23,18-30,Male,Single,Research & Development,Healthcare Representative,North,2,Life Sciences,6407,21,1,1,0,1,1,Travel_Rarely,9,No,4,2,1,1,3,3,80,1,Y,Yes
EMP1218,34,31-45,Female,Married,Research & Development,Manufacturing Director,South,1,Medical,9100,16,1,4,0,5,0,Travel_Rarely,7,Yes,3,1,4,1,4,3,80,1,Y,No
EMP1219,25,18-30,Female,Married,Research & Development,Research Scientist,North,3,Medical,7114,24,1,17,4,6,2,Travel_Frequently,10,No,4,1,4,2,2,3,80,1,Y,No
EMP1220,18,18-30,Male,Married,Research & Development,Laboratory Technician,North,3,Marketing,5817,16,1,9,0,5,0,Travel_Frequently,3,No,4,3,3,2,4,3,80,1,Y,No
EMP1221,42,31-45,Female,Divorced,Research & Development,Research Scientist,North,3,Other,8508,12,1,7,2,6,3,Travel_Rarely,23,Yes,1,3,1,2,2,3,80,1,Y,No
EMP1222,44,31-45,Female,Single,Research & Development,Research Scientist,North,3,Medical,7873,14,0,4,2,1,3,Travel_Rarely,1,No,4,3,3,3,3,3,80,1,Y,No
EMP1223,28,18-30,Female,Divorced,Sales,Sales Representative,West,4,Life Sciences,7388,25,0,7,1,2,4,Travel_Frequently,3,Yes,4,3,2,2,4,3,80,1,Y,No
EMP1224,18,18-30,Male,Married,Research & Development,Healthcare Representative,East,2,Life Sciences,7624,15,0,0,10,2,2,Non-Travel,1,Yes,2,3,4,2,3,3,80,1,Y,No
EMP1225,29,18-30,Female,Single,Sales,Sales Executive,West,1,Human Resources,5810,21,2,6,1,9,5,Non-Travel,2,No,1,3,2,4,4,3,80,1,Y,Yes
EMP1226,37,31-45,Female,Married,Sales,Sales Executive,South,1,Medical,6568,20,1,5,1,8,0,Travel_Rarely,2,No,4,2,4,3,3,4,80,1,Y,Yes
EMP1227,21,18-30,Male,Single,Human Resources,Manager,South,2,Technical Degree,6237,15,1,2,1,3,1,Travel_Rarely,1,No,4,3,3,2,2,3,80,1,Y,No
EMP1228,38,31-45,Male,Married,Research & Development,Research Scientist,West,3,Technical Degree,9464,13,0,1,0,1,2,Travel_Rarely,6,No,4,2,3,3,3,3,80,1,Y,No
EMP1229,34,31-45,Male,Single,Human Resources,Human Resources,South,4,Human Resources,6576,20,0,11,1,1,3,Travel_Rarely,5,No,1,3,4,4,4,3,80,1,Y,No
EMP1230,42,31-45,Female,Married,Research & Development,Laboratory Technician,South,4,Human Resources,8966,15,1,0,4,2,4,Non-Travel,1,No,1,2,1,4,4,3,80,1,Y,No
EMP1231,38,31-45,Male,Married,Research & Development,Healthcare Representative,North,2,Medical,8602,15,0,0,5,6,3,Travel_Frequently,2,No,3,2,4,2,3,3,80,1,Y,No
EMP1232,27,18-30,Female,Married,Research & Development,Research Scientist,North,2,Life Sciences,7155,12,1,4,6,1,2,Travel_Rarely,27,Yes,3,3,1,4,3,3,80,1,Y,No
EMP1233,48,46+,Male,Single,Research & Development,Healthcare Representative,North,3,Other,6605,15,0,2,0,1,3,Travel_Rarely,1,No,1,2,2,4,2,3,80,1,Y,No
EMP1234,35,31-45,Female,Married,Research & Development,Laboratory Technician,South,1,Medical,8179,13,1,9,0,2,1,Travel_Rarely,3,No,2,3,3,4,3,3,80,1,Y,No
EMP1235,33,31-45,Male,Married,Sales,Sales Executive,East,3,Life Sciences,7567,25,1,7,14,7,2,Travel_Frequently,1,No,3,3,4,1,3,3,80,1,Y,Yes
EMP1236,27,18-30,Male,Divorced,Research & Development,Healthcare Representative,North,5,Medical,8672,13,1,10,0,3,2,Travel_Rarely,1,No,4,3,1,1,3,3,80,1,Y,No
EMP1237,30,18-30,Male,Married,Sales,Sales Executive,North,3,Medical,5269,15,0,2,12,4,1,Non-Travel,10,No,2,3,3,2,3,3,80,1,Y,No
EMP1238,26,18-30,Male,Single,Sales,Sales Executive,West,4,Human Resources,6962,19,1,9,7,2,0,Travel_Frequently,4,Yes,3,3,3,1,4,3,80,1,Y,No
EMP1239,35,31-45,Male,Married,Research & Development,Research Scientist,North,3,Medical,8812,24,1,13,9,1,3,Travel_Frequently,5,No,4,3,2,1,3,3,80,1,Y,No
EMP1240,49,46+,Male,Married,Sales,Sales Representative,South,2,Life Sciences,6763,12,2,2,1,1,2,Travel_Rarely,1,No,4,2,2,1,3,3,80,1,Y,Yes
EMP1241,22,18-30,Male,Single,Human Resources,Manager,West,3,Other,5015,19,1,2,0,5,2,Non-Travel,10,No,2,1,3,4,3,3,80,1,Y,No
EMP1242,20,18-30,Female,Married,Human Resources,Manager,North,2,Technical Degree,6232,13,0,16,3,7,2,Travel_Rarely,12,No,2,1,2,1,4,3,80,1,Y,No
EMP1243,48,46+,Female,Married,Human Resources,Manager,North,1,Medical,6239,23,1,0,5,3,5,Travel_Rarely,1,Yes,4,3,3,1,2,3,80,1,Y,No
EMP1244,34,31-45,Male,Single,Research & Development,Laboratory Technician,South,3,Life Sciences,7469,22,1,3,0,2,2,Travel_Frequently,1,No,2,4,4,4,3,3,80,1,Y,No
EMP1245,27,18-30,Male,Single,Sales,Manager,South,4,Life Sciences,5618,17,1,0,6,5,1,Travel_Rarely,1,No,4,2,4,1,3,3,80,1,Y,No
EMP1246,44,31-45,Male,Married,Human Resources,Human Resources,East,3,Medical,9703,22,0,0,0,4,2,Travel_Rarely,9,Yes,3,3,3,3,3,3,80,1,Y,No
EMP1247,30,18-30,Female,Married,Research & Development,Research Scientist,West,3,Life Sciences,8024,24,0,0,2,0,3,Travel_Rarely,1,No,2,1,3,3,2,3,80,1,Y,No
EMP1248,51,46+,Male,Divorced,Human Resources,Manager,North,4,Life Sciences,8173,11,2,3,7,2,0,Travel_Rarely,6,No,3,2,1,4,3,3,80,1,Y,No
EMP1249,41,31-45,Male,Married,Human Resources,Human Resources,East,4,Marketing,7149,11,2,8,0,4,2,Travel_Rarely,1,No,3,3,3,4,3,3,80,1,Y,No
EMP1250,32,31-45,Male,Married,Research & Development,Research Scientist,South,3,Medical,6085,18,0,2,1,3,2,Travel_Frequently,1,Yes,3,1,4,3,3,3,80,1,Y,No
EMP1251,53,46+,Female,Married,Sales,Sales Representative,North,2,Life Sciences,8007,19,0,13,0,9,2,Travel_Rarely,1,No,1,3,2,4,3,3,80,1,Y,No
EMP1252,30,18-30,Male,Married,Research & Development,Research Scientist,East,4,Life Sciences,8598,13,0,4,0,6,2,Travel_Rarely,3,Yes,4,3,3,3,3,3,80,1,Y,No
EMP1253,44,31-45,Female,Married,Research & Development,Research Scientist,South,2,Medical,7148,16,0,24,0,0,3,Travel_Rarely,1,No,3,3,4,3,3,3,80,1,Y,No
EMP1254,39,31-45,Male,Married,Research & Development,Laboratory Technician,South,3,Marketing,8246,25,0,21,0,4,5,Travel_Rarely,4,Yes,3,3,3,2,2,3,80,1,Y,Yes
EMP1255,45,31-45,Male,Married,Sales,Sales Representative,North,1,Life Sciences,6659,24,0,10,1,2,4,Travel_Rarely,8,Yes,4,3,3,3,1,3,80,1,Y,No
EMP1256,52,46+,Male,Married,Research & Development,Healthcare Representative,South,3,Life Sciences,10816,13,1,18,6,4,3,Travel_Frequently,4,No,3,3,1,3,3,3,80,1,Y,No
EMP1257,35,31-45,Male,Married,Human Resources,Manager,South,2,Medical,5635,16,0,8,9,3,2,Travel_Rarely,10,Yes,4,1,3,3,3,3,80,1,Y,No
EMP1258,29,18-30,Male,Single,Research & Development,Research Scientist,West,3,Other,8252,17,1,15,2,3,4,Travel_Rarely,12,No,4,3,2,3,3,3,80,1,Y,No
EMP1259,41,31-45,Male,Single,Research & Development,Research Scientist,North,3,Medical,9952,15,1,1,0,6,4,Travel_Rarely,10,No,2,2,3,2,3,3,80,1,Y,No
EMP1260,27,18-30,Male,Divorced,Sales,Sales Representative,South,2,Life Sciences,5607,13,1,2,1,4,4,Travel_Rarely,24,No,3,1,3,2,2,3,80,1,Y,Yes
EMP1261,57,46+,Male,Divorced,Research & Development,Research Scientist,South,3,Life Sciences,8853,18,1,9,5,7,1,Travel_Rarely,2,No,4,3,4,4,3,3,80,1,Y,No
EMP1262,36,31-45,Male,Married,Human Resources,Human Resources,East,4,Technical Degree,8387,23,1,3,4,1,0,Travel_Rarely,1,No,1,3,2,2,2,3,80,1,Y,No
EMP1263,30,18-30,Female,Married,Sales,Sales Representative,East,5,Life Sciences,5362,15,1,12,13,2,6,Travel_Rarely,8,No,1,2,3,2,3,3,80,1,Y,No
EMP1264,38,31-45,Male,Single,Research & Development,Research Scientist,East,2,Medical,8156,11,1,14,0,3,5,Travel_Rarely,8,No,4,1,3,3,4,3,80,1,Y,No
EMP1265,22,18-30,Female,Single,Human Resources,Human Resources,West,3,Life Sciences,3869,22,0,2,5,8,2,Travel_Rarely,6,Yes,4,2,1,4,4,3,80,1,Y,Yes
EMP1266,27,18-30,Male,Married,Research & Development,Manufacturing Director,West,3,Life Sciences,8626,25,0,12,2,2,6,Travel_Rarely,1,No,4,3,3,1,3,3,80,1,Y,No
EMP1267,49,46+,Male,Single,Research & Development,Healthcare Representative,South,3,Technical Degree,8617,19,2,1,9,0,3,Non-Travel,7,No,1,3,2,3,3,3,80,1,Y,No
EMP1268,30,18-30,Male,Married,Research & Development,Laboratory Technician,East,1,Marketing,6491,13,1,2,3,2,2,Travel_Rarely,24,No,1,2,2,1,4,3,80,1,Y,No
EMP1269,26,18-30,Male,Married,Research & Development,Manufacturing Director,West,3,Medical,6210,12,3,5,2,3,2,Travel_Frequently,3,No,1,3,1,3,3,3,80,1,Y,Yes
EMP1270,38,31-45,Male,Divorced,Sales,Manager,West,5,Life Sciences,6240,13,0,1,4,5,3,Travel_Rarely,29,Yes,3,3,2,2,3,3,80,1,Y,No
EMP1271,48,46+,Male,Married,Research & Development,Manufacturing Director,West,3,Life Sciences,10359,17,0,6,7,4,2,Travel_Frequently,3,No,3,3,4,3,3,3,80,1,Y,No
EMP1272,44,31-45,Female,Single,Research & Development,Healthcare Representative,South,3,Medical,8314,22,1,6,1,8,6,Travel_Rarely,1,No,2,3,1,4,3,3,80,1,Y,Yes
EMP1273,43,31-45,Male,Single,Human Resources,Human Resources,North,3,Medical,11290,21,0,1,0,5,2,Travel_Rarely,4,No,1,3,4,2,3,3,80,1,Y,No
EMP1274,28,18-30,Male,Divorced,Human Resources,Human Resources,South,2,Life Sciences,4867,22,1,11,2,1,4,Travel_Rarely,6,No,3,3,3,4,3,3,80,1,Y,No
EMP1275,22,18-30,Male,Divorced,Research & Development,Manufacturing Director,East,4,Life Sciences,6383,20,1,6,0,4,3,Non-Travel,8,No,3,3,3,3,3,3,80,1,Y,No
EMP1276,52,46+,Male,Married,Research & Development,Manufacturing Director,South,4,Life Sciences,8483,18,1,2,2,4,1,Travel_Rarely,6,Yes,1,1,3,2,3,3,80,1,Y,No
EMP1277,33,31-45,Female,Single,Research & Development,Manufacturing Director,South,2,Other,7028,12,0,1,17,9,1,Travel_Rarely,6,No,4,3,4,3,3,3,80,1,Y,Yes
EMP1278,34,31-45,Male,Divorced,Research & Development,Healthcare Representative,West,4,Marketing,10010,24,1,14,3,1,3,Travel_Rarely,1,No,1,3,4,3,3,4,80,1,Y,No
EMP1279,50,46+,Male,Single,Research & Development,Research Scientist,South,2,Human Resources,9812,23,1,12,4,1,2,Travel_Rarely,2,No,4,2,4,2,2,4,80,1,Y,Yes
EMP1280,42,31-45,Male,Single,Research & Development,Manufacturing Director,West,5,Life Sciences,7354,17,1,1,4,1,3,Travel_Frequently,3,No,4,2,4,4,4,3,80,1,Y,Yes
EMP1281,39,31-45,Male,Divorced,Human Resources,Human Resources,South,3,Other,8564,21,1,0,6,3,1,Travel_Rarely,29,No,3,2,2,4,3,4,80,1,Y,No
EMP1282,58,46+,Female,Divorced,Research & Development,Laboratory Technician,South,2,Life Sciences,10059,15,1,11,11,1,2,Travel_Rarely,3,No,2,3,4,4,3,3,80,1,Y,No
EMP1283,30,18-30,Female,Married,Research & Development,Healthcare Representative,South,3,Medical,7977,19,0,6,4,4,1,Travel_Frequently,20,No,2,2,4,3,3,4,80,1,Y,No
EMP1284,42,31-45,Male,Single,Sales,Sales Representative,West,3,Technical Degree,6838,17,1,0,2,5,2,Travel_Rarely,3,No,4,3,1,2,3,3,80,1,Y,No
EMP1285,37,31-45,Male,Married,Research & Development,Research Scientist,North,1,Life Sciences,6428,11,1,6,1,2,1,Travel_Frequently,1,Yes,2,3,4,4,3,3,80,1,Y,No
EMP1286,36,31-45,Female,Married,Sales,Sales Representative,North,3,Medical,7344,11,0,4,1,3,5,Non-Travel,2,Yes,4,3,3,2,2,3,80,1,Y,Yes
EMP1287,52,46+,Male,Married,Research & Development,Laboratory Technician,West,3,Life Sciences,8496,16,1,10,1,7,2,Travel_Rarely,2,No,4,3,4,4,4,3,80,1,Y,No
EMP1288,42,31-45,Male,Married,Research & Development,Laboratory Technician,North,4,Life Sciences,10335,19,0,1,1,3,4,Non-Travel,29,No,4,3,4,4,2,3,80,1,Y,No
EMP1289,38,31-45,Female,Divorced,Sales,Sales Executive,East,1,Medical,5824,11,0,4,4,1,5,Travel_Rarely,10,No,3,2,4,4,1,3,80,1,Y,Yes
EMP1290,47,46+,Male,Single,Research & Development,Laboratory Technician,East,3,Medical,6423,13,2,1,3,2,4,Travel_Rarely,24,Yes,4,3,4,3,3,4,80,1,Y,No
EMP1291,30,18-30,Male,Single,Sales,Sales Executive,South,1,Marketing,4338,23,0,22,0,3,2,Travel_Rarely,16,No,4,2,1,4,3,3,80,1,Y,No
EMP1292,26,18-30,Male,Married,Sales,Manager,East,3,Medical,4894,15,0,10,13,1,3,Travel_Rarely,7,Yes,2,3,1,3,3,3,80,1,Y,No
EMP1293,26,18-30,Female,Married,Research & Development,Laboratory Technician,North,1,Medical,5963,14,0,9,2,3,1,Travel_Rarely,10,No,2,3,1,3,3,3,80,1,Y,No
EMP1294,18,18-30,Male,Married,Research & Development,Research Scientist,East,4,Life Sciences,7099,11,0,8,3,9,1,Travel_Frequently,8,Yes,1,3,1,3,4,3,80,1,Y,Yes
EMP1295,52,46+,Female,Married,Sales,Sales Representative,South,3,Life Sciences,8524,20,1,3,4,4,4,Travel_Rarely,9,No,1,3,2,1,4,3,80,1,Y,No
EMP1296,25,18-30,Female,Single,Research & Development,Manufacturing Director,East,3,Other,7553,14,1,17,3,2,0,Travel_Rarely,2,Yes,4,1,3,3,3,3,80,1,Y,No
EMP1297,34,31-45,Male,Divorced,Research & Development,Research Scientist,North,3,Life Sciences,7417,14,0,0,1,2,5,Travel_Rarely,4,Yes,3,3,2,4,2,4,80,1,Y,No
EMP1298,31,31-45,Male,Single,Sales,Sales Executive,East,2,Medical,6119,21,3,11,6,8,3,Travel_Frequently,8,No,4,3,4,2,3,3,80,1,Y,No
EMP1299,40,31-45,Male,Single,Research & Development,Healthcare Representative,North,2,Life Sciences,9902,22,0,1,0,6,2,Travel_Frequently,1,Yes,4,2,4,3,3,3,80,1,Y,Yes
EMP1300,41,31-45,Male,Married,Sales,Sales Executive,South,4,Marketing,9426,20,1,2,3,2,1,Travel_Rarely,5,No,3,4,3,3,3,3,80,1,Y,No
EMP1301,41,31-45,Female,Single,Sales,Manager,North,4,Marketing,8469,23,1,5,1,2,3,Travel_Rarely,17,No,3,4,3,3,2,3,80,1,Y,No
EMP1302,31,31-45,Male,Married,Research & Development,Manufacturing Director,North,1,Life Sciences,7780,14,1,10,3,4,2,Travel_Rarely,6,Yes,1,3,2,3,3,3,80,1,Y,No
